"","support","text","inCA","influential","username","bio"
"81","no","Here at the heart of #SiliconValley our volunteers are handing out the #NoProp16 flyers at #Sunnyvale #farmersmarket!

Thank you Sunnyvale city council candidate Joshua Grossman for being one of the car rally speakers!

We are stronger each day!

Vote NO On #Prop16! https://t.co/ep92eynuf4","no","no","realkencurrier","An American citizen, voice, & veteran from a long line of Patriots living here since before the birth of this nation looking for the Freedom to Pursue Happiness"
"82","no","@jonathanvswan @thedailybeast #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights
https://t.co/DU8E7fYRzS
<U+00B7>","yes","no","realAlan2020","Father, Husband, Asian American Civil Rights Activist, Like Tech and Medicine"
"83","no","Here at the heart of #SiliconValley our volunteers are handing out the #NoProp16 flyers at #Sunnyvale #farmersmarket!

Thank you Sunnyvale city council candidate Joshua Grossman for being one of the car rally speakers!

We are stronger each day!

Vote NO On #Prop16! https://t.co/ep92eynuf4","yes","no","realAlan2020","Father, Husband, Asian American Civil Rights Activist, Like Tech and Medicine"
"84","no","If you needed another reason to vote NO on PROPOSITION 16

#Prop16 #NoOnProp16 #NoProp16 https://t.co/5KNVhJpvsj","no","no","ForwardProgres6","#YangGangForever #<U+C591><U+AC31> #SayNoToRacism #UBI #AsiansAreMinoritiesToo #AsianAmericansAreAmericans #PovertyIsOurLeadersChoice
Be aware of the insidious #RacistLeft"
"85","no","#StopProp16 #UnityNotDivision, No on #Prop16
https://t.co/mKjoecr7Kc","no","no","RayLiuNYC","<U+0095>Analytical Consultant <U+0095>data-driven <U+0095>focus on people, processes & knowledge sharing <U+0095>Native NYer <U+0095>Asian American <U+0095>Stuy, UPenn & Columbia B-school grad"
"86","no","@1729Conjecture @deeps0904 @Manchu__ #NO_On_Prop16
#Defeat_CA_Prop16

#prop16 is against meritocracy","no","yes","HelloNNewman","Proud Hindu; <U+0093>Anyone that uses the term South Asian to refer to people of Indian origin is a racist bigot<U+0094>"
"87","no","What a terrific lineup of our #NoProp16 car rally speakers!

Looking forward to tomorrow<U+0092>s events at Milpitas (North CA) and Chino Valley (South CA)!

Vote NO On #prop16!

To view them online: https://t.co/ggksIOZHSb https://t.co/AqQaN787xn","no","no","SFWindylady","International traveler. Independent thinker."
"88","yes","@PPICNotes @GavinNewsom @1ruthlessmom @ECalifornians @wu_wenyuan By the way, the #yesonprop16 has more than $10M from a handful mega wealthy donors! And yet, they were still unpopular among voters! Money cannot buy our rights! Shame on anyone attempting to use color and race to divide Americans! We will strike this divisive #Prop16 down! https://t.co/27agZVulPG","no","no","SFWindylady","International traveler. Independent thinker."
"89","no","@KTVU #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights
https://t.co/c18Ah7U0Pz","no","no","SFWindylady","International traveler. Independent thinker."
"90","no","@Timcast #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights
https://t.co/c18Ah7U0Pz","no","no","SFWindylady","International traveler. Independent thinker."
"91","no","@TheLeoTerrell @seanhannity Nice! #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights #NoProp16
https://t.co/76p06gcazc","no","no","SFWindylady","International traveler. Independent thinker."
"92","no","@sfchronicle #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights
https://t.co/c18Ah7U0Pz","no","no","SFWindylady","International traveler. Independent thinker."
"93","no","@larryelder #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights
https://t.co/c18Ah7U0Pz","no","no","SFWindylady","International traveler. Independent thinker."
"94","no","@benshapiro #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights #NoProp16
https://t.co/76p06gcazc","no","no","SFWindylady","International traveler. Independent thinker."
"95","no","@abc7newsbayarea #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights
https://t.co/c18Ah7U0Pz","no","no","SFWindylady","International traveler. Independent thinker."
"96","yes","Lift voices, do not bury them. #YesOnProp16 #Prop16

The physics community needs to include, listen to and hire Black scientists https://t.co/VosaFpKEVZ via @ucberkeley","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"97","yes","#Prop16 #YesOnProp16 @yesprop16 https://t.co/GCcGg0MaBG","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"98","yes","#Prop16 will give people the opportunity of agency - #YesOnProp16

Prop 16: California's Chance To Resurrect Affirmative Action https://t.co/eUZrtuB8Y6","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"99","yes","Hire more BIPOC businesses. Vote #YesOnProp16 #Prop16 https://t.co/oGeW1fcCSi","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"100","no","@RyanAFournier #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights
https://t.co/Cd8TMUdfAB","yes","no","max0rion","No Prop 16"
"101","no","@PressSec @POTUS @realDonaldTrump #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights
https://t.co/Cd8TMUdfAB","yes","no","max0rion","No Prop 16"
"102","no","@seanhannity #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights #NoProp16
https://t.co/03lt9XS1Be","yes","no","max0rion","No Prop 16"
"103","no","@RealCandaceO #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights
https://t.co/Cd8TMUdfAB","yes","no","max0rion","No Prop 16"
"104","no","@TomiLahren #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights #NoProp16
https://t.co/03lt9XS1Be","yes","no","max0rion","No Prop 16"
"105","no","@BreitbartNews #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights
https://t.co/ANnm0VmU2p","no","no","Tominla2","NO S386 ,  NO Prop16  !
Equal   rights   for   all  !"
"106","no","@KTVU #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights
https://t.co/ANnm0VmU2p","no","no","Tominla2","NO S386 ,  NO Prop16  !
Equal   rights   for   all  !"
"107","no","@OmarJimenez @benshapiro #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights
https://t.co/tOXwlsXWus","no","no","Tominla2","NO S386 ,  NO Prop16  !
Equal   rights   for   all  !"
"108","no","@DeAnna4Congress #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights
https://t.co/ANnm0VmU2p","no","no","Tominla2","NO S386 ,  NO Prop16  !
Equal   rights   for   all  !"
"109","no","#CFERTV | Don't Divide Us: Vote No on Prop 16! https://t.co/cO8uZMdws4 #NoOnProp16 #Prop16 #DontdivideUS #CFER","no","no","zuzu2007","<U+0001F98B>Bonita Bear Mom<U+0001F1FA><U+0001F1F8>#WeThePeople <U+0001F1FA><U+0001F1F8>#NoAB329 #NoProp16 #2A #MAGA<U+0001F1FA><U+0001F1F8>The best way to predict your future is to CREATE it! <U+0001F91D>Your vote is your voice<U+0001F1FA><U+0001F1F8>"
"110","yes","@PPICNotes @GavinNewsom @1ruthlessmom @ECalifornians @wu_wenyuan By the way, the #yesonprop16 has more than $10M from a handful mega wealthy donors! And yet, they were still unpopular among voters! Money cannot buy our rights! Shame on anyone attempting to use color and race to divide Americans! We will strike this divisive #Prop16 down! https://t.co/27agZVulPG","yes","no","FoundationToc","TOC Foundation (TOCF) is a grassroots non-profit volunteer organization established in 2018. It promotes education, quality of life, and community development."
"111","no","https://t.co/g2cdBGKCtL #Prop16 #NoOnProp16","yes","no","FoundationToc","TOC Foundation (TOCF) is a grassroots non-profit volunteer organization established in 2018. It promotes education, quality of life, and community development."
"112","no","What a terrific lineup of our #NoProp16 car rally speakers!

Looking forward to tomorrow<U+0092>s events at Milpitas (North CA) and Chino Valley (South CA)!

Vote NO On #prop16!

To view them online: https://t.co/ggksIOZHSb https://t.co/AqQaN787xn","yes","no","FoundationToc","TOC Foundation (TOCF) is a grassroots non-profit volunteer organization established in 2018. It promotes education, quality of life, and community development."
"113","no","Please join us in the 15th <U+0093>No #Prop16"" Car Rally in  #ChinoHills at 4pm on Sat., Sep. 19th.  Location: 14000 City Center Dr. Chino Hills, CA 91709

Let the flag fly, let our voice roar. Together, we will stop Divisive and Racist #Prop16! For more info:  https://t.co/VdhSRZy1lL. https://t.co/DHkDX5gyJE","yes","no","FoundationToc","TOC Foundation (TOCF) is a grassroots non-profit volunteer organization established in 2018. It promotes education, quality of life, and community development."
"114","no","California<U+0092>s Prop 16 Could Soon Give Racial Preferences to a Majority of the State<U+0092>s Population https://t.co/AyehqKy415 #NoOnProp16 #Prop16","yes","no","FoundationToc","TOC Foundation (TOCF) is a grassroots non-profit volunteer organization established in 2018. It promotes education, quality of life, and community development."
"115","no","Skin-based discrimination #Prop16 scares #LatinoAmericans.
Skin-based redistribution simply doesn't appeal to normal people. In Neanderthal tribe, maybe,but civilized society shouldn't be ruled by primitive factor:skin pigment.
It's barbaric &amp; demeaning. 
#election2020 #NoProp16 https://t.co/OGPlwt4RRT","yes","no","2onedayatatime","#lawandorder #alllivesmatter #americandream #ccp_isterrorist #walkaway"
"116","no","What a terrific lineup of our #NoProp16 car rally speakers!

Looking forward to tomorrow<U+0092>s events at Milpitas (North CA) and Chino Valley (South CA)!

Vote NO On #prop16!

To view them online: https://t.co/ggksIOZHSb https://t.co/AqQaN787xn","yes","no","SaveMarinwood","Homeowner, park lover, environmentalist, concerned citizen, activist, sometimes troublemaker, advocate for a safe, walkable/ bike friendly community"
"117","no","Skin-based discrimination #Prop16 scares #LatinoAmericans.
Skin-based redistribution simply doesn't appeal to normal people. In Neanderthal tribe, maybe,but civilized society shouldn't be ruled by primitive factor:skin pigment.
It's barbaric &amp; demeaning. 
#election2020 #NoProp16 https://t.co/OGPlwt4RRT","yes","no","SaveMarinwood","Homeowner, park lover, environmentalist, concerned citizen, activist, sometimes troublemaker, advocate for a safe, walkable/ bike friendly community"
"118","no","Skin-based discrimination #Prop16 scares #LatinoAmericans.
Skin-based redistribution simply doesn't appeal to normal people. In Neanderthal tribe, maybe,but civilized society shouldn't be ruled by primitive factor:skin pigment.
It's barbaric &amp; demeaning. 
#election2020 #NoProp16 https://t.co/OGPlwt4RRT","yes","no","BQu170430","Fair opportunities for all <U+00B7> No on CA Prop 16
America First <U+00B7> Keep Jobs in the US"
"119","no","Free #NoProp16 Yard Signs are Here!

But you have not requested the free #NoProp16 yard sign yet!

Hurry up before it runs out, limited supply!

To request your free yard sign:
https://t.co/TA4c0tJScP

Do Not Divide Us, Vote No on #prop16! https://t.co/Dz9V53GojU","yes","no","stevensu1127",NA
"120","yes","@PPICNotes @GavinNewsom @1ruthlessmom @ECalifornians @wu_wenyuan By the way, the #yesonprop16 has more than $10M from a handful mega wealthy donors! And yet, they were still unpopular among voters! Money cannot buy our rights! Shame on anyone attempting to use color and race to divide Americans! We will strike this divisive #Prop16 down! https://t.co/27agZVulPG","yes","no","jkfromcali1","I looked to the left and I looked to the right. Hated what I saw on the left. Now I'm on the right. #MAGA #VeryStableGenius #Trump2020"
"121","no","<U+0093>Californians deserve a future better than one mired in state-sponsored racialism and inequality.<U+0094> #NoOnProp16 #NoProp16 #Prop16 https://t.co/uDrNHQLbjB","yes","no","jkfromcali1","I looked to the left and I looked to the right. Hated what I saw on the left. Now I'm on the right. #MAGA #VeryStableGenius #Trump2020"
"122","no","@joegarofoli #StopProp16 #UnityNotDivision, No on #Prop16 @CA4equalrights
https://t.co/aQjZPVNbbR","yes","no","yunfeizhang",NA
"123","yes","#yesonprop16 is really ramping up their pathetic efforts to try to steal the election with their lies. I guess all the dirty billionaires funding their efforts got mad about throwing millions of dollars at losers like CAA. Vote no on #prop16.  Equal rights are civil rights.","yes","no","PBlove2smile",NA
